lane,E,ES,S,P,maximum_packed_normalized_violation,maximum_authored_normalized_violation
0,5.152610540390015,4.793711006641388,76.64110660552979,18.64109992980957,0.0043831013298796925,0.0043831013298796925
1,5.2131736278533936,4.722157418727875,76.87668323516846,18.483806848526,0.004771655777138407,0.004771655777138407
2,5.1795583963394165,4.741223752498627,76.58002376556396,18.7698757648468,0.005601547974764627,0.005601547974764627
3,5.1293230056762695,4.84223484992981,76.55909061431885,18.65918517112732,0.003493583162315536,0.003493583162315536
4,5.096225142478943,4.8370712995529175,76.6422700881958,18.604371547698975,0.004833168581537924,0.004833168581537924
5,5.224790573120117,4.731823801994324,76.72515392303467,18.612494468688965,0.004010978974425604,0.004010978974425604
6,5.023260712623596,4.965236186981201,76.50553226470947,18.578436374664307,0.002840841974147677,0.002840841974147677
7,5.216346979141235,4.6941035985946655,76.62168025970459,18.781602382659912,0.006332100373428208,0.006332100373428208
8,4.986686408519745,4.998629093170166,76.55951023101807,18.492462635040283,0.0029215054782105966,0.0029215054782105966
9,5.3525495529174805,4.568991661071777,76.71017646789551,18.812118768692017,0.005547873963186003,0.005547873963186003
10,5.1597195863723755,4.79563444852829,76.3445520401001,18.9297878742218,0.0040399717227929295,0.0040399717227929295
11,5.186103582382202,4.7902750968933105,76.82696342468262,18.439462184906006,0.003273616815058632,0.003273616815058632
12,5.15860915184021,4.788778722286224,76.52509689331055,18.761732578277588,0.004365241108630266,0.004365241108630266
13,5.0839537382125854,4.86735463142395,76.45771026611328,18.748064041137695,0.00422210124295206,0.00422210124295206
14,5.046600103378296,4.9241748452186584,76.59031391143799,18.546600341796875,0.0035269807436692324,0.0035269807436692324
15,5.140936374664307,4.793966114521027,76.31802082061768,18.970928192138672,0.004787107105348412,0.004787107105348412
16,5.201616883277893,4.745372533798218,76.67550086975098,18.654606342315674,0.004357825159344618,0.004357825159344618
17,5.178964138031006,4.7604164481163025,76.80521965026855,18.515101671218872,0.004661397301448307,0.004661397301448307
18,5.096495747566223,4.874991774559021,76.45878314971924,18.726084232330322,0.0034559700181428523,0.0034559700181428523
19,5.125542879104614,4.8269325494766235,76.86835289001465,18.37749481201172,0.004201969779694036,0.004201969779694036
20,5.09272038936615,4.877084791660309,76.60522937774658,18.579349517822266,0.003560154642097839,0.003560154642097839
21,5.062832832336426,4.852339923381805,76.52971744537354,18.713117837905884,0.00599819196610065,0.00599819196610065
22,5.060141682624817,4.922440052032471,76.47500038146973,18.65587830543518,0.003078358827834653,0.003078358827834653
23,5.2014124393463135,4.747074246406555,76.66552066802979,18.662303686141968,0.0043242727205812445,0.0043242727205812445
24,5.059308409690857,4.878685176372528,76.72718048095703,18.475388288497925,0.004691198749621724,0.004691198749621724
25,5.064847469329834,4.865921437740326,76.66094303131104,18.558931350708008,0.0049534239633416246,0.0049534239633416246
26,4.948863387107849,5.018146634101868,76.62514209747314,18.419296741485596,0.003613373971890205,0.003613373971890205
27,5.1184093952178955,4.82780247926712,76.77777290344238,18.47043752670288,0.004388607371112656,0.004388607371112656
28,5.084872245788574,4.855641424655914,76.8777847290039,18.345870971679688,0.004578221666072847,0.004578221666072847
29,5.260646343231201,4.668996334075928,76.75054550170898,18.666856288909912,0.004988198055003562,0.004988198055003562
30,5.135223865509033,4.791957437992096,76.62302017211914,18.673502206802368,0.005149059409151668,0.005149059409151668
31,5.0376468896865845,4.909363389015198,76.23762130737305,18.92852783203125,0.004359717861018449,0.004359717861018449
32,5.182275772094727,4.726718366146088,76.67689800262451,18.695260286331177,0.006435086197764578,0.006435086197764578
33,5.067300200462341,4.913759529590607,76.61255359649658,18.527039289474487,0.0030803031486450433,0.0030803031486450433
34,5.0593918561935425,4.87728476524353,76.56843662261963,18.636391162872314,0.00474077032709725,0.00474077032709725
35,5.080244541168213,4.832205772399902,76.76463603973389,18.50024104118347,0.006190697696674159,0.006190697696674159
36,5.267247557640076,4.670059978961945,76.8718147277832,18.539648056030273,0.0047067189033471405,0.0047067189033471405
37,5.25621235370636,4.648213684558868,76.71642303466797,18.73634934425354,0.0067580996447520695,0.0067580996447520695
38,5.0594717264175415,4.912073612213135,76.46743297576904,18.680602312088013,0.003470388963621676,0.003470388963621676
39,5.001393556594849,4.964918494224548,76.39976501464844,18.698643445968628,0.0036561834424764985,0.0036561834424764985
40,5.048406720161438,4.881525337696075,76.80107116699219,18.403561115264893,0.004974312507269181,0.004974312507269181
41,5.122057795524597,4.873048365116119,76.59038543701172,18.58094334602356,0.002562115843107737,0.002562115843107737
42,5.119600892066956,4.799336791038513,76.448073387146,18.84576439857483,0.005731971397481588,0.005731971397481588
43,4.988620579242706,4.972688257694244,76.488938331604,18.605217933654785,0.0038592703320785983,0.0038592703320785983
44,5.311302542686462,4.601175487041473,76.71116352081299,18.784459829330444,0.006188737868218402,0.006188737868218402
45,5.136741399765015,4.800957441329956,76.54047012329102,18.740077018737793,0.004705669314237107,0.004705669314237107
46,5.182892084121704,4.744845032691956,76.91831588745117,18.424524068832397,0.005109757472915259,0.005109757472915259
47,5.177366733551025,4.773206114768982,76.72144889831543,18.57870101928711,0.004235212503638055,0.004235212503638055
48,5.3305816650390625,4.6012043952941895,76.76278591156006,18.721309900283813,0.004924809755309066,0.004924809755309066
49,5.117505788803101,4.863472580909729,76.55420303344727,18.63665461540222,0.0031367572776617755,0.0031367572776617755
50,5.050334334373474,4.9340760707855225,76.55589580535889,18.562263250350952,0.0030157964343251018,0.0030157964343251018
51,5.026546120643616,4.926711320877075,76.85116291046143,18.294079303741455,0.004154239284755781,0.004154239284755781
52,5.267578959465027,4.672634303569794,76.71300888061523,18.69412064552307,0.004605166855356664,0.004605166855356664
53,5.2167850732803345,4.697606563568115,76.76692962646484,18.63082528114319,0.006053425411074177,0.006053425411074177
54,5.042718052864075,4.926368892192841,76.4223861694336,18.71335744857788,0.0035860674486504754,0.0035860674486504754
55,5.131282210350037,4.835814535617828,76.63113117218018,18.596456050872803,0.0036605022435686045,0.0036605022435686045
56,5.1672059297561646,4.811268150806427,76.4506483078003,18.79382848739624,0.003218435958077023,0.003218435958077023
57,5.123196840286255,4.834010303020477,76.82979106903076,18.40574622154236,0.004015332188275416,0.004015332188275416
58,5.1900917291641235,4.735381603240967,76.52925491333008,18.824371099472046,0.005269831203559635,0.005269831203559635
59,5.242952108383179,4.720912277698517,76.4799690246582,18.86418104171753,0.003756376186537587,0.003756376186537587
60,5.262794494628906,4.690133333206177,76.70412540435791,18.677549362182617,0.004145842571875512,0.004145842571875512
61,5.170193314552307,4.776718020439148,77.02462673187256,18.27480912208557,0.00439674598831013,0.00439674598831013
62,5.264463424682617,4.688122272491455,77.01676845550537,18.367241621017456,0.004164563112067588,0.004164563112067588
63,5.167800188064575,4.778719544410706,76.50845050811768,18.7881600856781,0.004349187557160406,0.004349187557160406
64,5.172319412231445,4.812046587467194,76.49061679840088,18.748971223831177,0.002981125580936283,0.002981125580936283
65,5.06037175655365,4.896064102649689,76.49838924407959,18.674356937408447,0.003972763606993065,0.003972763606993065
66,5.084948539733887,4.850556552410126,76.78940773010254,18.442448377609253,0.004758097150602234,0.004758097150602234
67,5.250679850578308,4.690272510051727,76.97229862213135,18.417434692382812,0.00461913843498531,0.00461913843498531
68,5.209389925003052,4.73099023103714,76.92930698394775,18.419569730758667,0.004611120262439806,0.004611120262439806
69,5.289469957351685,4.651444852352142,76.50149822235107,18.92677068710327,0.004602276183709358,0.004602276183709358
70,5.066141486167908,4.882789850234985,76.89082145690918,18.30040216445923,0.004273169775387799,0.004273169775387799
71,5.126224756240845,4.8260122537612915,76.50545597076416,18.74111771583557,0.0041907512206818725,0.0041907512206818725
72,5.1474082469940186,4.769305884838104,76.73530101776123,18.589688539505005,0.005889200215851478,0.005889200215851478
73,5.195556879043579,4.7596275806427,76.61113262176514,18.699607849121094,0.004062701349257757,0.004062701349257757
74,5.173127055168152,4.81008768081665,76.64129257202148,18.60113024711609,0.0030316951283852847,0.0030316951283852847
75,5.1102131605148315,4.821795225143433,76.60228729248047,18.66042733192444,0.0048791784385908785,0.0048791784385908785
76,5.130860209465027,4.797457158565521,76.7000961303711,18.589680194854736,0.005068727515889904,0.005068727515889904
77,5.117928981781006,4.864378571510315,76.61892890930176,18.569868803024292,0.0030701341787429132,0.0030701341787429132
