lane,E,ES,S,P,maximum_normalized_violation
227,7.666534185409546,2.3334431648254395,77.74280071258545,19.923765659332275,1.601580243413973e-06
228,7.513606548309326,2.486364394426346,77.86776065826416,19.645893573760986,2.0546588649060837e-06
229,7.617388963699341,2.3825927078723907,77.55762100219727,20.059797763824463,1.2960155917099914e-06
230,7.612707614898682,2.3872575163841248,77.62457847595215,19.988176822662354,2.465590637887301e-06
231,7.49477744102478,2.5052249431610107,77.47926712036133,20.015506744384766,1.685873940435761e-07
232,7.704957723617554,2.295050173997879,78.18907260894775,19.515869617462158,5.584457427693459e-07
233,7.639841437339783,2.360178232192993,78.01700592041016,19.622796773910522,1.390846000859503e-06
234,7.5115883350372314,2.488396167755127,77.66116142272949,19.85045552253723,1.0958180612832448e-06
235,7.620248794555664,2.3797422647476196,77.74422645568848,19.876033067703247,6.322027276634104e-07
236,7.618350982666016,2.381645143032074,78.15063953399658,19.467719793319702,2.739545153208112e-07
237,7.81730592250824,2.182678133249283,77.82562255859375,19.99171018600464,1.1274281976664153e-06
238,7.709714770317078,2.2902393341064453,77.78220653533936,19.927585124969482,3.2453073353388404e-06
239,7.59971559047699,2.4002739787101746,78.12389373779297,19.475839138031006,7.375698489406455e-07
240,7.624286413192749,2.375684529542923,77.93357372283936,19.6907639503479,2.0546588649060837e-06
241,7.6280152797698975,2.371967136859894,77.92688846588135,19.70116138458252,1.2433320310713738e-06
242,7.729578018188477,2.270389050245285,77.73548603057861,19.994137287139893,2.328613380226895e-06
243,7.777125239372253,2.222840338945389,77.78899669647217,19.988183975219727,2.43398050150413e-06
244,7.739527225494385,2.26046159863472,78.1306505203247,19.608898162841797,7.90253409579263e-07
245,7.498273253440857,2.501717507839203,77.59560108184814,19.902682304382324,6.532761519188575e-07
246,7.848372459411621,2.1516001224517822,77.93513298034668,19.91328477859497,1.9387550315011254e-06
247,7.474113702774048,2.525896728038788,77.87379741668701,19.6002995967865,7.375698489406455e-07
248,7.499024868011475,2.5009992718696594,77.76533126831055,19.73365306854248,1.706947364691208e-06
249,7.541861534118652,2.458167225122452,77.75170803070068,19.790107011795044,2.033585440650637e-06
250,7.571663856506348,2.4283303320407867,77.76510238647461,19.80657458305359,4.2155628189879156e-07
251,7.627645134925842,2.372339367866516,77.82052040100098,19.807147979736328,1.0958180612832448e-06
252,7.638185024261475,2.3617906868457794,77.73696422576904,19.90126132965088,1.7174840768189317e-06
253,7.533125877380371,2.466873824596405,77.42376327514648,20.10936737060547,2.580956827951785e-07
254,7.649034857749939,2.350965291261673,78.10363292694092,19.545397758483887,2.3228611451566064e-07
255,7.625741362571716,2.374245822429657,78.0706262588501,19.555137157440186,9.061572429842216e-07
256,7.561488151550293,2.438511550426483,77.9984712600708,19.56301212310791,2.925084405012023e-07
