lane,E,ES,S,P,maximum_normalized_violation
102,7.58594810962677,2.4140268564224243,77.72313117980957,19.862853288650513,1.7701676374575492e-06
103,7.467809319496155,2.532234489917755,77.8948450088501,19.572890996932983,3.097793365550711e-06
104,7.527535557746887,2.472439706325531,77.4014139175415,20.126159191131592,1.7490942132021023e-06
105,7.602617144584656,2.3973526060581207,77.98645973205566,19.61620330810547,2.138952561927872e-06
106,7.526162266731262,2.473910003900528,77.63432502746582,19.89171862602234,5.110305381945901e-06
107,7.525724172592163,2.4742917716503143,77.50539302825928,20.02030611038208,1.1274281976664153e-06
108,7.662805914878845,2.337207794189453,77.72942066192627,19.933362007141113,9.693775157505627e-07
109,7.555847764015198,2.4441057443618774,78.01655292510986,19.539374113082886,3.2874541838497343e-06
110,7.687397599220276,2.312576472759247,77.62236595153809,20.06507396697998,1.8333879102238902e-06
111,7.426521182060242,2.573542892932892,77.68881797790527,19.73759651184082,4.530786214921108e-06
112,7.6820701360702515,2.317897230386734,78.0018663406372,19.680254459381104,2.3075399559714482e-06
113,7.5464218854904175,2.453504353761673,77.98974990844727,19.556796550750732,5.215672503223136e-06
114,7.535010576248169,2.464969754219055,77.68228054046631,19.852763414382935,1.390846000859503e-06
115,7.664311528205872,2.335672229528427,78.20346355438232,19.460872411727905,1.1485016219218623e-06
116,7.737537622451782,2.262478470802307,77.68300533294678,20.054504871368408,1.1379649097941387e-06
117,7.579413652420044,2.4205370247364044,77.63290882110596,19.946590662002563,3.487651714276481e-06
118,7.367715239524841,2.6323214173316956,77.68105506896973,19.686591625213623,2.5920311834199827e-06
119,7.612270712852478,2.387649267911911,77.88298606872559,19.72941517829895,5.658214412587524e-06
120,7.758374214172363,2.24159374833107,77.64644622802734,20.111980438232422,2.265393107460554e-06
121,7.440962195396423,2.559026777744293,77.77906894683838,19.661914110183716,7.797166974515395e-07
122,7.617975473403931,2.382085621356964,77.9792594909668,19.63861584663391,4.3200519723666376e-06
123,7.654983401298523,2.345041185617447,77.87075996398926,19.784185886383057,1.7385575010743787e-06
124,7.676489949226379,2.323472946882248,77.86295890808105,19.813597202301025,2.6236413198031535e-06
125,7.597811222076416,2.402157634496689,77.97618865966797,19.62167263031006,2.202172834694213e-06
126,7.647585868835449,2.352433204650879,77.62458801269531,20.02296209335327,1.348699152348609e-06
127,7.6364195346832275,2.363501787185669,77.74231433868408,19.894232749938965,5.563384003438012e-06
128,7.627699971199036,2.372237592935562,77.76069164276123,19.867112636566162,4.41488238151615e-06
129,7.684791684150696,2.3151735961437225,77.69791603088379,19.986928701400757,2.4550539257595773e-06
130,7.748668193817139,2.2512412071228027,77.92098999023438,19.827826023101807,6.406320973655892e-06
131,7.463752627372742,2.536238431930542,77.9334545135498,19.53031301498413,6.322027276634104e-07
132,7.425638437271118,2.574405074119568,77.74685382843018,19.67871069908142,3.076719941295264e-06
133,7.661917805671692,2.3380552232265472,78.05896282196045,19.602999687194824,1.9071448951179549e-06
134,7.740459442138672,2.259563058614731,77.86972999572754,19.870693683624268,1.5910435312862496e-06
135,7.626489996910095,2.373502105474472,77.75167465209961,19.87483024597168,5.584457427693459e-07
136,7.565918564796448,2.434069812297821,78.05243015289307,19.513505697250366,8.218635459624336e-07
137,7.746061682701111,2.253938168287277,77.92238712310791,19.82367992401123,3.0111162992770824e-07
138,7.739752531051636,2.2602346539497375,78.02655696868896,19.713221788406372,9.061572429842216e-07
139,7.615054249763489,2.384893447160721,77.68094539642334,19.934189319610596,3.698385956830951e-06
140,7.748194336891174,2.2517310082912445,77.92476654052734,19.823551177978516,5.278892775989477e-06
141,7.489027380943298,2.510984241962433,77.97590255737305,19.513107538223267,8.218635459624336e-07
142,7.577157616615295,2.4228283762931824,77.69084930419922,19.88633155822754,9.904509400060097e-07
143,7.5916677713394165,2.408379018306732,77.85181522369385,19.739772081375122,3.308527608105181e-06
144,7.623317241668701,2.376733720302582,77.82101631164551,19.802218675613403,3.6035555476814396e-06
145,7.578009366989136,2.421981394290924,77.59649753570557,19.981521368026733,6.532761519188575e-07
146,7.6827603578567505,2.3171930015087128,77.82538890838623,19.857453107833862,3.297990895977458e-06
147,7.671296000480652,2.328728139400482,77.64601707458496,20.02523899078369,1.706947364691208e-06
148,7.7090126276016235,2.290922701358795,77.68765926361084,20.02146005630493,4.572933063432002e-06
149,7.624455690383911,2.375548332929611,78.13210487365723,19.49234127998352,3.1831800878072015e-07
150,7.50080406665802,2.4991965293884277,77.86328315734863,19.637514352798462,3.44127577060238e-07
151,7.788856625556946,2.211066633462906,77.96902656555176,19.81995701789856,5.426406745777606e-06
152,7.567821145057678,2.4321557581424713,77.49456405639648,20.07328987121582,1.6331903797971436e-06
153,7.637052536010742,2.3629146814346313,77.90328979492188,19.733814001083374,2.3180766680991714e-06
154,7.545139789581299,2.4549031257629395,77.7131700515747,19.831899404525757,3.0345730927843702e-06
155,7.638259530067444,2.3618002235889435,77.67491340637207,19.963250160217285,4.225221563217126e-06
156,7.713826894760132,2.286166250705719,77.8604793548584,19.85336184501648,4.846887578752814e-07
157,7.650449872016907,2.349550873041153,77.50957012176514,20.14087200164795,4.0434990304577965e-07
158,7.503671050071716,2.4963341653347015,78.02384853363037,19.479812383651733,3.6878492447032274e-07
159,7.54861056804657,2.451384663581848,78.0050802230835,19.54353928565979,3.371747880871522e-07
160,7.550187110900879,2.4497877061367035,78.10789585113525,19.442331790924072,1.7807043495852728e-06
161,7.6571667194366455,2.342792898416519,77.91319370269775,19.744038581848145,2.8554489866130704e-06
162,7.657255530357361,2.3427271842956543,77.6232099533081,20.034077167510986,1.2222586068159268e-06
163,7.546773552894592,2.4532049894332886,77.74812698364258,19.798680543899536,1.5172865463921851e-06
164,7.525362968444824,2.474735379219055,77.73962497711182,19.7855806350708,6.954230004297515e-06
165,7.47660219669342,2.5234639644622803,77.8447437286377,19.631749391555786,4.678300184709237e-06
166,7.562038898468018,2.4379561841487885,78.04937362670898,19.512678384780884,4.7317541845782724e-07
167,7.389962673187256,2.6100730895996094,77.75534629821777,19.634552001953125,2.5288109106536416e-06
168,7.601337432861328,2.398708462715149,77.98110008239746,19.62016224861145,3.2453073353388404e-06
169,7.772084474563599,2.2278988361358643,78.07141780853271,19.700690507888794,1.1801117583050329e-06
170,7.597506046295166,2.402578294277191,77.829270362854,19.768099784851074,5.963779064291505e-06
171,7.560548186302185,2.439461201429367,77.82849311828613,19.732043743133545,6.63812864046581e-07
172,7.788252234458923,2.2116847336292267,77.88962841033936,19.898730516433716,4.4570292300270434e-06
173,7.6783061027526855,2.321668267250061,77.80517101287842,19.873178005218506,1.8123144859684432e-06
174,7.587197422981262,2.412789762020111,78.07951927185059,19.507704973220825,9.061572429842216e-07
175,7.470812797546387,2.529212236404419,77.58537769317627,19.885390996932983,1.7701676374575492e-06
176,7.713065147399902,2.2869572043418884,77.64707088470459,20.065956115722656,1.580506819158526e-06
177,7.558224201202393,2.4417999386787415,77.75595188140869,19.80223536491394,1.706947364691208e-06
178,7.7816009521484375,2.218335121870041,77.9192066192627,19.862501621246338,4.520249502793385e-06
179,7.492336630821228,2.5077033042907715,77.64531135559082,19.846951961517334,2.8238388502299e-06
180,7.574723958969116,2.4252355098724365,78.11872482299805,19.456069469451904,2.865985698740794e-06
181,7.468202114105225,2.531868815422058,77.8221845626831,19.64590549468994,5.01547497279639e-06
182,7.469944953918457,2.530050575733185,77.9361343383789,19.53381896018982,3.161013638317052e-07
183,7.606620192527771,2.3933735489845276,77.69150733947754,19.91512179374695,4.425419093643873e-07
184,7.593289613723755,2.4067294597625732,77.61699199676514,19.97626543045044,1.348699152348609e-06
185,7.50316858291626,2.496885359287262,77.64760971069336,19.855470657348633,3.8142897902359098e-06
186,7.650062441825867,2.3499639332294464,77.55963325500488,20.090384483337402,1.8649980466070607e-06
187,7.662379741668701,2.337668091058731,77.66173839569092,20.00056505203247,3.382284592999246e-06
188,7.687441110610962,2.3125357925891876,77.92273998260498,19.764740467071533,1.6331903797971436e-06
189,7.708660960197449,2.2913041710853577,77.69283771514893,20.015883445739746,2.465590637887301e-06
190,7.627840638160706,2.372177541255951,78.06312084197998,19.564688205718994,1.285478879582268e-06
191,7.57298469543457,2.427060902118683,77.7459192276001,19.82699155807495,3.2242339110833932e-06
192,7.644094824790955,2.3558875918388367,77.64863014221191,19.99549388885498,1.2433320310713738e-06
193,7.688794136047363,2.3112063109874725,77.5356912612915,20.153098106384277,2.4949249336867256e-07
194,7.625244855880737,2.374717891216278,77.90165901184082,19.723647832870483,2.6341780319308767e-06
195,7.570890188217163,2.429078370332718,77.62655258178711,19.944387674331665,2.22324625894966e-06
