lane,state_pool,operator_pool,scratch_pool,staging_pool,maximum_normalized_violation
114,3.882791042327881,3.0005178451538086,2.0157225131988525,1.1009678840637207,0.0
115,3.973635673522949,2.840485095977783,2.185879707336426,1.0,2.384185791015625e-07
116,4.176696300506592,2.8314356803894043,1.903062105178833,1.0888056755065918,0.0
117,3.893299102783203,3.084517002105713,1.932668685913086,1.0895159244537354,3.5762786865234375e-07
118,3.8785359859466553,3.192047357559204,1.9294166564941406,1.0,0.0
119,3.8189103603363037,2.984273672103882,2.1367998123168945,1.0600165128707886,1.7881393432617188e-07
120,4.077651023864746,2.832948923110962,1.928314208984375,1.161085844039917,0.0
121,3.8397998809814453,3.1735315322875977,1.9866687059402466,1.0,5.960464477539063e-08
122,4.135392665863037,2.9035120010375977,1.9610954523086548,1.0,5.960464477539063e-08
123,4.103363990783691,2.8671514987945557,2.029484987258911,1.0,2.384185791015625e-07
124,4.0188775062561035,3.0177361965179443,1.9633870124816895,1.0,3.5762786865234375e-07
125,3.908313274383545,2.9262938499450684,2.1653928756713867,1.0,0.0
126,4.107593059539795,2.9316446781158447,1.8807883262634277,1.0799736976623535,0.0
127,3.8619065284729004,2.99934458732605,2.03139328956604,1.1073559522628784,1.7881393432617188e-07
128,3.8895010948181152,2.9883534908294678,2.034468173980713,1.0876765251159668,0.0
129,4.040431976318359,2.98781156539917,1.913623571395874,1.0581331253051758,1.1920928955078125e-07
130,3.9090991020202637,2.8275630474090576,2.154961109161377,1.1083767414093018,0.0
131,3.84414005279541,3.1275951862335205,2.0282652378082275,1.0,2.384185791015625e-07
132,3.950960874557495,3.1639115810394287,1.8851276636123657,1.0,5.960464477539063e-08
133,3.9892585277557373,2.9719789028167725,2.0387628078460693,1.0,1.1920928955078125e-07
134,4.192586421966553,2.820361852645874,1.987052083015442,1.0,1.7881393432617188e-07
135,4.0300612449646,2.993196964263916,1.9575825929641724,1.0191597938537598,2.980232238769531e-07
136,3.9278483390808105,3.044602870941162,2.0275492668151855,1.0,2.384185791015625e-07
137,4.134851932525635,2.8115718364715576,2.0514657497406006,1.0021107196807861,1.1920928955078125e-07
138,4.096974849700928,2.85874080657959,2.0442843437194824,1.0,0.0
